mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0006793975830078125,0.0002719879150390625,0.7976588628762542,0.8035111517868894,83,{'min_samples_split': 83},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,2.7394118362403448e-05,3.051012663468626e-06,0.015857449968877696,0.003977862212076398
0.0006926059722900391,0.00028281211853027345,0.7976588628762542,0.8035111517868894,84,{'min_samples_split': 84},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,4.965612838287521e-05,1.305820103084255e-05,0.015857449968877696,0.003977862212076398
0.000667572021484375,0.0002749443054199219,0.7976588628762542,0.8035111517868894,85,{'min_samples_split': 85},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,1.795910795714043e-05,2.9907992898114623e-06,0.015857449968877696,0.003977862212076398
0.0006732463836669922,0.00028076171875,0.7976588628762542,0.8035111517868894,86,{'min_samples_split': 86},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,3.783467729566924e-05,1.4542829777944756e-05,0.015857449968877696,0.003977862212076398
0.0006903171539306641,0.00029058456420898436,0.7976588628762542,0.8035111517868894,87,{'min_samples_split': 87},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,5.7404658747214934e-05,2.8533594491521724e-05,0.015857449968877696,0.003977862212076398
0.0006608009338378906,0.00027298927307128906,0.7976588628762542,0.8035111517868894,88,{'min_samples_split': 88},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,1.886166734461743e-05,3.2794473388766095e-06,0.015857449968877696,0.003977862212076398
0.0006586074829101563,0.0002719879150390625,0.7976588628762542,0.8035111517868894,89,{'min_samples_split': 89},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,1.9728384695070878e-05,2.5784503621284052e-06,0.015857449968877696,0.003977862212076398
0.0006702899932861328,0.0002724647521972656,0.7976588628762542,0.8035111517868894,90,{'min_samples_split': 90},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,2.066669674556371e-05,2.8346755881694503e-06,0.015857449968877696,0.003977862212076398
0.0006513118743896485,0.00027484893798828124,0.7976588628762542,0.8035111517868894,91,{'min_samples_split': 91},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,1.7012731891695343e-05,5.658914069803923e-06,0.015857449968877696,0.003977862212076398
0.0006697177886962891,0.00027327537536621095,0.7976588628762542,0.8035111517868894,92,{'min_samples_split': 92},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,2.943248148001065e-05,4.58954216595305e-06,0.015857449968877696,0.003977862212076398
0.0006972312927246094,0.0002865791320800781,0.7976588628762542,0.8035111517868894,93,{'min_samples_split': 93},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,7.664563658819459e-05,3.076505158077168e-05,0.015857449968877696,0.003977862212076398
0.0007008552551269531,0.0002863883972167969,0.7976588628762542,0.8035111517868894,94,{'min_samples_split': 94},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,2.2001578581356916e-05,1.9875245439856704e-05,0.015857449968877696,0.003977862212076398
0.0006615638732910157,0.0002741813659667969,0.7976588628762542,0.8035111517868894,95,{'min_samples_split': 95},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8079331941544885,0.8235294117647058,0.7974947807933194,1.9682114363036614e-05,3.799766886355693e-06,0.015857449968877696,0.003977862212076398
0.00066375732421875,0.0002762317657470703,0.7976588628762542,0.8030936152524426,96,{'min_samples_split': 96},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8058455114822547,0.8235294117647058,0.7974947807933194,1.6764742772120876e-05,6.364659772286829e-06,0.015857449968877696,0.003581620627309433
0.0006646156311035156,0.0002717494964599609,0.7976588628762542,0.8030936152524426,97,{'min_samples_split': 97},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8058455114822547,0.8235294117647058,0.7974947807933194,5.5967886727985975e-05,3.2842970576710825e-06,0.015857449968877696,0.003581620627309433
0.0006780147552490235,0.0002818584442138672,0.7976588628762542,0.8030936152524426,98,{'min_samples_split': 98},1,0.8016528925619835,0.80083857442348,0.775,0.8075313807531381,0.7983193277310925,0.8037578288100209,0.7899159663865546,0.8058455114822547,0.8235294117647058,0.7974947807933194,3.920906434386496e-05,2.1578343484143267e-05,0.015857449968877696,0.003581620627309433
