mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_jobs,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0006764411926269531,8.205291005824464e-05,0.1951436996459961,0.3713138072134211,-1,1,"{'n_jobs': -1, 'n_neighbors': 1}",0.6833333333333333,0.6916666666666667,0.7833333333333333,0.7478991596638656,0.6722689075630253,0.7157002801120449,0.04271420296092586,476,0.9435146443514645,0.9435146443514645,0.9476987447698745,0.941544885177453,0.9206680584551148,0.9393881954210743,0.009573037456926954
0.000582742691040039,2.6368879279416132e-05,0.009345149993896485,0.0006191101618819552,-1,2,"{'n_jobs': -1, 'n_neighbors': 2}",0.7833333333333333,0.7583333333333333,0.8,0.7815126050420168,0.7478991596638656,0.7742156862745098,0.01868697971037705,60,0.8305439330543933,0.8389121338912134,0.8242677824267782,0.8308977035490606,0.8392484342379958,0.8327739974318883,0.005664704947748723
0.0005728721618652344,2.4988450981387812e-05,0.009408378601074218,0.0001973145938013515,-1,3,"{'n_jobs': -1, 'n_neighbors': 3}",0.7833333333333333,0.725,0.775,0.7478991596638656,0.7226890756302521,0.7507843137254901,0.024933252860624387,475,0.8305439330543933,0.8347280334728033,0.8389121338912134,0.8434237995824635,0.8329853862212944,0.8361186572444336,0.0045606444265842185
0.0005846023559570312,3.681726366152667e-05,0.009238433837890626,0.00015063703186445664,-1,4,"{'n_jobs': -1, 'n_neighbors': 4}",0.7833333333333333,0.7416666666666667,0.7916666666666666,0.7815126050420168,0.7394957983193278,0.7675350140056022,0.022283023202724125,65,0.8138075313807531,0.8117154811715481,0.8179916317991632,0.8204592901878914,0.824634655532359,0.817721718014343,0.004620640604914791
0.0006127834320068359,0.00011493569942315964,0.00970611572265625,0.0006598975360493332,-1,5,"{'n_jobs': -1, 'n_neighbors': 5}",0.775,0.75,0.7916666666666666,0.7983193277310925,0.7563025210084033,0.7742577030812324,0.018938899232378924,56,0.8117154811715481,0.8179916317991632,0.8158995815899581,0.8225469728601252,0.826722338204593,0.8189752011250775,0.005213560476362561
0.0005796432495117187,2.8063558124010945e-05,0.009385108947753906,0.00025447718476024543,-1,6,"{'n_jobs': -1, 'n_neighbors': 6}",0.775,0.7666666666666667,0.8083333333333333,0.7815126050420168,0.7815126050420168,0.7826050420168067,0.01397283281253434,38,0.8158995815899581,0.8179916317991632,0.8158995815899581,0.8079331941544885,0.8204592901878914,0.8156366558642917,0.0042020303583345225
0.0005743503570556641,3.8555461549730705e-05,0.009267187118530274,0.0004629713754363062,-1,7,"{'n_jobs': -1, 'n_neighbors': 7}",0.7666666666666667,0.7583333333333333,0.825,0.7899159663865546,0.7563025210084033,0.7792436974789915,0.02580410492399318,43,0.8158995815899581,0.8158995815899581,0.8117154811715481,0.81419624217119,0.81419624217119,0.8143814257387689,0.0015352811286469064
0.0005630016326904297,1.9391859809428897e-05,0.009248924255371094,0.00018157339135577545,-1,8,"{'n_jobs': -1, 'n_neighbors': 8}",0.775,0.7583333333333333,0.8,0.8151260504201681,0.773109243697479,0.784313725490196,0.0204094353031216,33,0.8075313807531381,0.8221757322175732,0.803347280334728,0.7995824634655533,0.8079331941544885,0.8081140101850961,0.0076630696317427915
0.0005804061889648438,7.192809962794989e-05,0.009314632415771485,0.0002577505580272797,-1,9,"{'n_jobs': -1, 'n_neighbors': 9}",0.7916666666666666,0.75,0.825,0.7815126050420168,0.773109243697479,0.7842577030812323,0.024577393799608986,37,0.8096234309623431,0.8263598326359832,0.801255230125523,0.8204592901878914,0.8162839248434238,0.8147963417510329,0.008696170651314025
0.0005855560302734375,3.534228750445273e-05,0.009103059768676758,0.00022307668467101994,-1,10,"{'n_jobs': -1, 'n_neighbors': 10}",0.7916666666666666,0.7583333333333333,0.8,0.7983193277310925,0.773109243697479,0.7842857142857141,0.01610465219619217,35,0.8075313807531381,0.8221757322175732,0.799163179916318,0.7974947807933194,0.8016701461377871,0.805607043963627,0.00895606905546798
0.0005555629730224609,2.192486675447663e-05,0.009332561492919922,0.00046629243760774864,-1,11,"{'n_jobs': -1, 'n_neighbors': 11}",0.825,0.75,0.8166666666666667,0.7983193277310925,0.7563025210084033,0.7892577030812324,0.030783396147337192,25,0.8138075313807531,0.8221757322175732,0.7907949790794979,0.8079331941544885,0.8225469728601252,0.8114516819384875,0.011685374541789384
0.0005518913269042969,1.2859936589924555e-05,0.009024286270141601,0.00014768983936221,-1,12,"{'n_jobs': -1, 'n_neighbors': 12}",0.7916666666666666,0.7416666666666667,0.825,0.7899159663865546,0.773109243697479,0.7842717086834734,0.027148211697912084,36,0.8138075313807531,0.8221757322175732,0.799163179916318,0.8058455114822547,0.8100208768267223,0.8102025663647241,0.007710220033189028
0.0005732536315917969,3.3751044710106015e-05,0.009479045867919922,0.00041794664031342526,-1,13,"{'n_jobs': -1, 'n_neighbors': 13}",0.8166666666666667,0.75,0.8083333333333333,0.7899159663865546,0.7647058823529411,0.7859243697478991,0.02531390077271564,32,0.803347280334728,0.8200836820083682,0.7907949790794979,0.81419624217119,0.8183716075156576,0.8093587582218884,0.01095817919193712
0.0005796432495117187,2.2678307067152618e-05,0.00950760841369629,0.00048615103178054205,-1,14,"{'n_jobs': -1, 'n_neighbors': 14}",0.8,0.7666666666666667,0.8166666666666667,0.7983193277310925,0.7647058823529411,0.7892717086834734,0.0203071766417072,24,0.805439330543933,0.8138075313807531,0.7949790794979079,0.8037578288100209,0.8183716075156576,0.8072710755496544,0.008157676435307371
0.0005518436431884765,2.2320156032533644e-05,0.00937962532043457,0.0003964442887857182,-1,15,"{'n_jobs': -1, 'n_neighbors': 15}",0.8083333333333333,0.775,0.8166666666666667,0.7983193277310925,0.7647058823529411,0.7926050420168067,0.0197347135987131,17,0.8096234309623431,0.8200836820083682,0.805439330543933,0.81419624217119,0.8162839248434238,0.8131253221058516,0.0051162509993932315
0.000553750991821289,1.3457118471036682e-05,0.009150075912475585,0.00014454596256208065,-1,16,"{'n_jobs': -1, 'n_neighbors': 16}",0.8083333333333333,0.775,0.8083333333333333,0.7983193277310925,0.7815126050420168,0.7942997198879551,0.013755227033516811,13,0.805439330543933,0.8138075313807531,0.803347280334728,0.8016701461377871,0.8162839248434238,0.8081096426481249,0.005840592474437882
0.0005444049835205078,1.041820990907657e-05,0.009087085723876953,0.00023394118893710285,-1,17,"{'n_jobs': -1, 'n_neighbors': 17}",0.8083333333333333,0.775,0.8083333333333333,0.8067226890756303,0.773109243697479,0.7942997198879551,0.01655131562770278,13,0.803347280334728,0.8158995815899581,0.8075313807531381,0.8100208768267223,0.8121085594989561,0.8097815358007004,0.0042276624472136004
0.0005457878112792968,1.8168934942794584e-05,0.009182882308959962,0.00036608094525892475,-1,18,"{'n_jobs': -1, 'n_neighbors': 18}",0.8,0.7583333333333333,0.7916666666666666,0.7899159663865546,0.7815126050420168,0.7842857142857143,0.014243125950816385,34,0.803347280334728,0.8200836820083682,0.805439330543933,0.8162839248434238,0.81419624217119,0.8118700919803287,0.006424157024866585
0.0005593776702880859,2.2208226726844545e-05,0.009546947479248048,0.0003448365995852192,-1,19,"{'n_jobs': -1, 'n_neighbors': 19}",0.7833333333333333,0.7666666666666667,0.825,0.7983193277310925,0.7647058823529411,0.7876050420168067,0.022334786193841914,29,0.799163179916318,0.8138075313807531,0.803347280334728,0.8100208768267223,0.8100208768267223,0.8072719490570487,0.005272233030383074
0.0005568981170654297,1.321742371984998e-05,0.009083127975463868,0.00014765904545207406,-1,20,"{'n_jobs': -1, 'n_neighbors': 20}",0.7833333333333333,0.7666666666666667,0.8,0.7983193277310925,0.7899159663865546,0.7876470588235295,0.012086566952900623,27,0.803347280334728,0.8158995815899581,0.8075313807531381,0.8037578288100209,0.81419624217119,0.8089464627318069,0.005218836431891068
0.0005520343780517578,9.356949688128656e-06,0.009361171722412109,0.00012954004361630573,-1,21,"{'n_jobs': -1, 'n_neighbors': 21}",0.8,0.7583333333333333,0.8083333333333333,0.7983193277310925,0.7899159663865546,0.7909803921568628,0.017339557782874482,20,0.805439330543933,0.8221757322175732,0.803347280334728,0.7995824634655533,0.81419624217119,0.8089482097465954,0.00817201372962958
0.0005436897277832031,1.0594587704073525e-05,0.009199047088623047,0.0002683526499685483,-1,22,"{'n_jobs': -1, 'n_neighbors': 22}",0.7833333333333333,0.775,0.8083333333333333,0.7983193277310925,0.8067226890756303,0.7943417366946779,0.01311611003112982,11,0.805439330543933,0.8138075313807531,0.801255230125523,0.7954070981210856,0.8100208768267223,0.8051860133996034,0.006462954237900975
0.0006031990051269531,5.768665499330818e-05,0.009133243560791015,0.00013165590513017906,-1,23,"{'n_jobs': -1, 'n_neighbors': 23}",0.7916666666666666,0.7666666666666667,0.8083333333333333,0.7983193277310925,0.7899159663865546,0.7909803921568628,0.013767685099337902,20,0.805439330543933,0.8179916317991632,0.805439330543933,0.7974947807933194,0.8183716075156576,0.8089473362392011,0.00807947282222369
0.0005594253540039063,1.7220754627297548e-05,0.009329652786254883,0.000174872875067348,-1,24,"{'n_jobs': -1, 'n_neighbors': 24}",0.8,0.7583333333333333,0.8,0.8151260504201681,0.7983193277310925,0.7943557422969187,0.019018122655015644,8,0.803347280334728,0.8117154811715481,0.805439330543933,0.7954070981210856,0.8183716075156576,0.8068561595373904,0.007766842265094228
0.0005587577819824219,1.770703824723941e-05,0.009623003005981446,0.00044275367254251625,-1,25,"{'n_jobs': -1, 'n_neighbors': 25}",0.7916666666666666,0.7666666666666667,0.8166666666666667,0.8067226890756303,0.7983193277310925,0.7960084033613445,0.016891940814410734,6,0.805439330543933,0.8096234309623431,0.801255230125523,0.7933194154488518,0.81419624217119,0.8047667298503681,0.007159989906659454
0.0005695343017578125,2.8381386110833483e-05,0.01038966178894043,0.0006463648004512944,-1,26,"{'n_jobs': -1, 'n_neighbors': 26}",0.7916666666666666,0.7666666666666667,0.8,0.8151260504201681,0.7983193277310925,0.7943557422969187,0.0158296518663585,8,0.803347280334728,0.805439330543933,0.8117154811715481,0.791231732776618,0.8100208768267223,0.8043509403307099,0.007220667215102838
0.0007325172424316406,0.00012432221072312364,0.010880661010742188,0.0010394379327291331,-1,27,"{'n_jobs': -1, 'n_neighbors': 27}",0.7916666666666666,0.775,0.7916666666666666,0.8067226890756303,0.7815126050420168,0.7893137254901961,0.010769260839393984,23,0.8075313807531381,0.8075313807531381,0.801255230125523,0.7974947807933194,0.8100208768267223,0.8047667298503681,0.004649828450242122
0.0006825923919677734,0.0001282334721109405,0.010708951950073242,0.0010733517642625677,-1,28,"{'n_jobs': -1, 'n_neighbors': 28}",0.775,0.7666666666666667,0.8,0.8067226890756303,0.7815126050420168,0.7859803921568627,0.01510193637567311,31,0.803347280334728,0.8075313807531381,0.7949790794979079,0.7933194154488518,0.8058455114822547,0.8010045335033761,0.0057773765848092625
0.0005599498748779297,1.580957894656677e-05,0.00963287353515625,0.0003024821840688831,-1,29,"{'n_jobs': -1, 'n_neighbors': 29}",0.7833333333333333,0.7666666666666667,0.7833333333333333,0.8067226890756303,0.7899159663865546,0.7859943977591037,0.012905537403303701,30,0.803347280334728,0.803347280334728,0.801255230125523,0.7974947807933194,0.8058455114822547,0.8022580166141106,0.0027905951537702256
0.0005399227142333984,1.3184870772854678e-05,0.009902715682983398,0.00014786004464624803,-1,30,"{'n_jobs': -1, 'n_neighbors': 30}",0.7833333333333333,0.7666666666666667,0.7916666666666666,0.7983193277310925,0.8151260504201681,0.7910224089635853,0.01604350142479326,18,0.797071129707113,0.805439330543933,0.7949790794979079,0.7933194154488518,0.7954070981210856,0.7972432106637782,0.004268483595842763
0.0006023883819580078,3.170647999475326e-05,0.009847545623779297,0.0002951837926186829,-1,31,"{'n_jobs': -1, 'n_neighbors': 31}",0.8,0.7666666666666667,0.7916666666666666,0.8067226890756303,0.8151260504201681,0.7960364145658263,0.016589137758223904,3,0.801255230125523,0.8096234309623431,0.7928870292887029,0.791231732776618,0.791231732776618,0.7972458311859609,0.00721966992894996
0.0005529880523681641,1.5763489301068167e-05,0.009485673904418946,0.0002783547029742324,-1,32,"{'n_jobs': -1, 'n_neighbors': 32}",0.7916666666666666,0.7583333333333333,0.8083333333333333,0.7983193277310925,0.8235294117647058,0.7960364145658263,0.02169289206075846,3,0.801255230125523,0.801255230125523,0.7928870292887029,0.791231732776618,0.791231732776618,0.795572191018597,0.004679382779771632
0.0005870819091796875,5.234416783412037e-05,0.009846973419189452,0.0006406652532114986,-1,33,"{'n_jobs': -1, 'n_neighbors': 33}",0.8,0.75,0.7916666666666666,0.7983193277310925,0.8403361344537815,0.7960644257703081,0.0287117715364496,2,0.803347280334728,0.801255230125523,0.7949790794979079,0.7954070981210856,0.791231732776618,0.7972440841711725,0.004426995109273733
0.0005632400512695313,2.467446850060452e-05,0.009519243240356445,0.00032959278257702214,-1,34,"{'n_jobs': -1, 'n_neighbors': 34}",0.8,0.75,0.7916666666666666,0.7983193277310925,0.8235294117647058,0.7927030812324929,0.023915171771137327,15,0.799163179916318,0.801255230125523,0.7887029288702929,0.791231732776618,0.7933194154488518,0.7947344974275208,0.004749417226816
0.0005427360534667969,6.828268146930754e-06,0.009315681457519532,0.00015760874000199826,-1,35,"{'n_jobs': -1, 'n_neighbors': 35}",0.8,0.7583333333333333,0.7916666666666666,0.7983193277310925,0.8151260504201681,0.7926890756302521,0.01881451323018287,16,0.8075313807531381,0.8075313807531381,0.7907949790794979,0.7933194154488518,0.7974947807933194,0.799334387365589,0.007026619878255613
0.0005563735961914062,9.292331622704917e-06,0.009781503677368164,0.0003578524393074703,-1,36,"{'n_jobs': -1, 'n_neighbors': 36}",0.8,0.7666666666666667,0.8083333333333333,0.7899159663865546,0.8319327731092437,0.7993697478991597,0.021447420354746727,1,0.801255230125523,0.797071129707113,0.7824267782426778,0.7954070981210856,0.7954070981210856,0.7943134668634969,0.006316299653571487
0.000544881820678711,6.818271165121201e-06,0.010181856155395509,0.0013688701543971425,-1,37,"{'n_jobs': -1, 'n_neighbors': 37}",0.8,0.7666666666666667,0.8,0.7899159663865546,0.8151260504201681,0.7943417366946779,0.016009475495342734,11,0.805439330543933,0.8138075313807531,0.7887029288702929,0.7954070981210856,0.7974947807933194,0.8001703339418768,0.008661222297001584
0.0005713939666748047,3.101700179882617e-05,0.009458398818969727,0.000132158289452696,-1,38,"{'n_jobs': -1, 'n_neighbors': 38}",0.7916666666666666,0.7666666666666667,0.8166666666666667,0.7815126050420168,0.8235294117647058,0.7960084033613445,0.021326444171639314,6,0.799163179916318,0.805439330543933,0.7845188284518828,0.7974947807933194,0.7933194154488518,0.795987107030861,0.006933152824373413
0.0005885124206542969,2.6984770483135065e-05,0.009697580337524414,0.0003594347955212242,-1,39,"{'n_jobs': -1, 'n_neighbors': 39}",0.7833333333333333,0.7666666666666667,0.8083333333333333,0.7815126050420168,0.8319327731092437,0.7943557422969187,0.023067426726959706,8,0.803347280334728,0.803347280334728,0.7824267782426778,0.7933194154488518,0.791231732776618,0.7947344974275207,0.007926056113254337
0.0005709171295166015,1.079865098925861e-05,0.010010862350463867,0.0003898771363812908,-1,40,"{'n_jobs': -1, 'n_neighbors': 40}",0.7916666666666666,0.7416666666666667,0.8,0.7899159663865546,0.8151260504201681,0.7876750700280111,0.024670581117519887,26,0.799163179916318,0.797071129707113,0.7845188284518828,0.7954070981210856,0.7828810020876826,0.7918082476568163,0.006746495778969043
0.0005720615386962891,3.5365954763001344e-05,0.009585237503051758,0.0002068016752660528,-1,41,"{'n_jobs': -1, 'n_neighbors': 41}",0.8083333333333333,0.7583333333333333,0.8,0.7815126050420168,0.8319327731092437,0.7960224089635854,0.02485129845327859,5,0.799163179916318,0.799163179916318,0.7824267782426778,0.7933194154488518,0.7828810020876826,0.7913907111223696,0.007447277129413778
0.0005672454833984375,4.118487557812922e-05,0.009592819213867187,0.000460594420099587,-1,42,"{'n_jobs': -1, 'n_neighbors': 42}",0.8083333333333333,0.75,0.8,0.7815126050420168,0.8151260504201681,0.7909943977591036,0.02338598409083606,19,0.799163179916318,0.7887029288702929,0.7824267782426778,0.791231732776618,0.7828810020876826,0.7888811243787178,0.006147159199321071
0.0005506038665771485,2.003487937773682e-05,0.009417915344238281,0.0001520258715817763,-1,43,"{'n_jobs': -1, 'n_neighbors': 43}",0.8166666666666667,0.7583333333333333,0.8083333333333333,0.773109243697479,0.7983193277310925,0.790952380952381,0.021908782325707598,22,0.805439330543933,0.7949790794979079,0.7845188284518828,0.791231732776618,0.7870563674321504,0.7926450677404984,0.0073267676829495915
0.0005610942840576172,1.904521277086634e-05,0.009773063659667968,0.00041313302923998743,-1,44,"{'n_jobs': -1, 'n_neighbors': 44}",0.8,0.7416666666666667,0.8,0.7647058823529411,0.7983193277310925,0.78093837535014,0.023809869827770773,41,0.805439330543933,0.7928870292887029,0.7782426778242678,0.7891440501043842,0.7766179540709812,0.7884662083664538,0.010516574633378559
0.0005780696868896484,2.8865234083837016e-05,0.009602594375610351,0.00020536487919719997,-1,45,"{'n_jobs': -1, 'n_neighbors': 45}",0.8083333333333333,0.7416666666666667,0.8083333333333333,0.773109243697479,0.8067226890756303,0.7876330532212885,0.026628057106963043,28,0.805439330543933,0.7887029288702929,0.7845188284518828,0.791231732776618,0.7766179540709812,0.7893021549427416,0.00946847340345734
0.0005558490753173828,1.965506339340013e-05,0.00923151969909668,0.0002794805757725972,-1,46,"{'n_jobs': -1, 'n_neighbors': 46}",0.7916666666666666,0.7333333333333333,0.7916666666666666,0.7815126050420168,0.8067226890756303,0.7809803921568627,0.025145911164798775,39,0.801255230125523,0.7928870292887029,0.7845188284518828,0.7870563674321504,0.778705636743215,0.7888846184082948,0.007681999979528047
0.0005965232849121094,4.091335064799179e-05,0.00998082160949707,0.0008817028594166655,-1,47,"{'n_jobs': -1, 'n_neighbors': 47}",0.7833333333333333,0.7416666666666667,0.8,0.7815126050420168,0.7983193277310925,0.7809663865546218,0.021041728936677682,40,0.803347280334728,0.7907949790794979,0.7866108786610879,0.7891440501043842,0.7807933194154488,0.7901381015190293,0.007425204172041212
0.0005578994750976562,1.7642974853515625e-05,0.009626436233520507,0.00030985696740118613,-1,48,"{'n_jobs': -1, 'n_neighbors': 48}",0.775,0.7416666666666667,0.775,0.7815126050420168,0.7815126050420168,0.77093837535014,0.014922836097712564,63,0.7907949790794979,0.7845188284518828,0.7845188284518828,0.778705636743215,0.7745302713987474,0.7826137088250452,0.005564299283524724
0.0005495548248291016,1.0480659454758819e-05,0.009692573547363281,0.0003798057085283535,-1,49,"{'n_jobs': -1, 'n_neighbors': 49}",0.7916666666666666,0.7416666666666667,0.7833333333333333,0.7899159663865546,0.7815126050420168,0.7776190476190475,0.018378989955148594,44,0.7866108786610879,0.7907949790794979,0.7824267782426778,0.7870563674321504,0.778705636743215,0.7851189280317258,0.0041611325200153326
0.0005504608154296875,1.1315618038317734e-05,0.00922536849975586,0.00012733400403566302,-1,50,"{'n_jobs': -1, 'n_neighbors': 50}",0.7833333333333333,0.75,0.7833333333333333,0.7815126050420168,0.773109243697479,0.7742577030812324,0.012705296920101123,56,0.7866108786610879,0.7887029288702929,0.7803347280334728,0.7766179540709812,0.7745302713987474,0.7813593522069164,0.005507698320977792
0.0005749702453613281,2.7333460541832213e-05,0.009833955764770507,0.0002689107754410684,-1,51,"{'n_jobs': -1, 'n_neighbors': 51}",0.7833333333333333,0.75,0.7833333333333333,0.7815126050420168,0.773109243697479,0.7742577030812324,0.012705296920101123,56,0.7928870292887029,0.7887029288702929,0.7761506276150628,0.778705636743215,0.7807933194154488,0.7834479083865445,0.006316621459175867
0.0005786895751953125,4.568572806334782e-05,0.010004997253417969,0.0008847617292999323,-1,52,"{'n_jobs': -1, 'n_neighbors': 52}",0.7833333333333333,0.75,0.7833333333333333,0.773109243697479,0.7815126050420168,0.7742577030812324,0.012705296920101123,56,0.7866108786610879,0.7887029288702929,0.7719665271966527,0.7807933194154488,0.7724425887265136,0.7801032485739992,0.00695229303735838
0.0005548000335693359,2.373720086943432e-05,0.009187889099121094,0.0002065561702637375,-1,53,"{'n_jobs': -1, 'n_neighbors': 53}",0.7833333333333333,0.75,0.7833333333333333,0.7815126050420168,0.7815126050420168,0.77593837535014,0.012994723515848591,50,0.799163179916318,0.7887029288702929,0.7698744769874477,0.791231732776618,0.7745302713987474,0.7847005179898847,0.01087281064835436
0.0005644798278808594,2.9219497879708997e-05,0.009684467315673828,0.00011343018916816941,-1,54,"{'n_jobs': -1, 'n_neighbors': 54}",0.7833333333333333,0.7583333333333333,0.7833333333333333,0.773109243697479,0.7983193277310925,0.7792857142857142,0.013207542823692919,42,0.7928870292887029,0.7887029288702929,0.7761506276150628,0.7807933194154488,0.7724425887265136,0.7821952987832043,0.007619465856358166
0.0005733966827392578,1.6331933708610734e-05,0.009804058074951171,0.00032707513058604043,-1,55,"{'n_jobs': -1, 'n_neighbors': 55}",0.7833333333333333,0.7583333333333333,0.7833333333333333,0.773109243697479,0.7899159663865546,0.7776050420168066,0.011034459295863795,46,0.7949790794979079,0.7887029288702929,0.7719665271966527,0.7807933194154488,0.7703549060542797,0.7813593522069164,0.00947700880671322
