8,8,388,5,585,59,3.3
8,8,512,8,25,10,3.6
8,8,523,4,809,16,3.3
13,8,49,16,59,9,3.3
26,8,49,16,59,3,2.3
32,8,49,16,59,14,3.4
33,8,49,16,59,1,3.0
38,8,49,16,59,7,3.1
42,8,49,16,59,63,3.8
50,8,49,16,59,9,3.0
51,8,49,16,59,16,3.5
53,8,273,2,428,29,1.8
78,8,273,2,428,6,2.6
88,8,49,16,59,12,2.8
89,8,49,16,59,14,3.4
90,8,49,16,59,5,3.6
91,8,49,16,59,5,3.2
100,8,49,16,59,26,3.3
102,8,49,16,59,21,2.9
105,8,273,2,428,27,3.2
119,8,49,16,59,1,3.0
119,8,273,2,428,6,3.3
125,8,273,2,428,30,2.8
131,8,273,2,428,2,3.5
133,8,273,2,428,5,3.6
135,8,49,16,59,27,3.5
148,8,49,16,59,21,3.6
162,8,273,2,428,14,3.9
167,8,273,2,428,1,5.0
173,8,49,16,59,15,3.4
9,9,7,3,9,17,2.9
9,9,44,8,873,30,3.6
9,9,290,5,508,37,3.3
9,9,452,8,22,55,2.8
10,10,7,8,10,17,3.9
10,10,19,8,22,11,3.1
10,10,19,13,22,11,3.1
10,10,37,8,546,16,2.8
10,10,38,11,48,23,4.0
10,10,73,2,92,8,4.1
10,10,73,5,92,8,4.1
10,10,81,9,722,6,4.6
10,10,83,6,730,69,4.0
10,10,109,8,247,28,4.1
10,10,180,3,237,132,3.9
10,10,186,12,246,135,2.7
10,10,501,7,895,46,3.5
87,10,38,11,48,55,3.5
11,11,8,7,11,21,4.0
11,11,36,8,474,330,3.8
11,11,247,8,336,6,4.3
11,11,247,13,336,6,4.3
11,11,248,5,733,16,3.4
11,11,297,2,423,15,3.7
11,11,297,16,423,15,3.7
11,11,331,9,477,207,4.0
11,11,610,7,99,56,4.1
8,12,302,11,429,67,3.0
12,12,9,2,12,143,3.5
12,12,9,9,12,143,3.5
12,12,9,10,12,143,3.5
12,12,18,8,33,17,3.6
12,12,18,14,33,17,3.6
12,12,42,5,117,21,2.6
12,12,42,11,117,21,2.6
12,12,153,6,196,104,3.6
12,12,203,11,532,180,4.0
12,12,302,11,429,362,2.8
12,12,339,12,524,73,3.2
12,12,360,3,537,5,3.3
12,12,383,17,796,163,3.0
12,12,453,4,359,19,3.4
12,12,466,5,720,11,3.7
17,12,153,6,196,40,3.6
17,12,302,11,429,48,2.9
6,13,10,5,13,6,4.0
13,13,10,5,13,68,3.7
13,13,140,5,176,16,1.9
13,13,191,8,518,18,3.8
13,13,191,14,518,18,3.8
13,13,199,6,446,1,5.0
13,13,199,15,446,1,5.0
13,13,316,3,448,36,3.3
13,13,316,10,448,36,3.3
13,13,376,8,559,44,4.1
13,13,595,4,904,21,3.9
26,13,10,5,13,9,4.4
29,13,10,5,13,11,3.2
35,13,10,5,13,2,5.0
50,13,10,5,13,33,3.8
90,13,10,5,13,9,3.3
102,13,10,5,13,5,4.4
125,13,10,5,13,4,3.9
126,13,10,5,13,1,4.0
11,14,279,6,483,159,2.8
14,14,9,2,112,42,3.7
14,14,9,9,112,42,3.7
14,14,9,10,112,42,3.7
14,14,11,11,14,27,4.3
14,14,51,6,61,292,3.2
14,14,94,8,119,6,3.5
14,14,128,10,456,144,3.1
14,14,219,8,510,18,3.6
14,14,279,6,483,175,3.4
14,14,329,13,473,34,3.9
14,14,329,17,473,34,3.9
14,14,369,11,547,4,3.0
14,14,425,5,706,18,3.6
14,14,425,10,706,18,3.6
146,14,279,6,483,167,3.1
15,15,12,2,15,213,3.1
15,15,12,5,15,213,3.1
15,15,77,9,121,100,4.2
15,15,237,8,322,10,3.9
15,15,240,11,398,9,4.2
15,15,314,2,443,207,3.7
15,15,344,6,506,168,4.0
15,15,417,3,629,24,4.2
15,15,419,4,630,540,3.1
49,15,344,6,506,452,3.2
121,15,344,6,506,184,2.8
1,16,421,4,4,7,3.4
4,16,421,4,4,7,3.4
5,16,421,4,4,6,2.3
6,16,421,4,4,5,3.7
7,16,421,4,4,9,3.6
10,16,421,4,4,6,3.0
12,16,421,4,4,1,4.5
13,16,421,4,4,12,3.0
16,16,13,12,16,87,3.6
16,16,80,3,100,16,3.3
16,16,421,4,4,71,3.2
16,16,531,9,25,90,4.3
17,16,421,4,4,7,3.5
18,16,421,4,4,5,3.4
19,16,421,4,4,3,3.7
20,16,421,4,4,7,3.1
22,16,421,4,4,15,3.6
23,16,421,4,4,2,4.5
24,16,421,4,4,9,3.4
25,16,421,4,4,6,3.3
26,16,421,4,4,8,2.9
31,16,421,4,4,6,3.3
32,16,421,4,4,7,3.1
33,16,421,4,4,4,3.5
35,16,421,4,4,2,4.0
36,16,421,4,4,2,3.0
37,16,421,4,4,3,3.7
38,16,421,4,4,3,3.5
39,16,421,4,4,38,2.9
42,16,421,4,4,6,3.4
43,16,421,4,4,3,2.8
45,16,421,4,4,8,3.7
46,16,421,4,4,1,0.5
47,16,421,4,4,4,3.5
50,16,421,4,4,9,2.9
51,16,421,4,4,3,3.5
52,16,421,4,4,1,4.0
56,16,421,4,4,13,3.1
57,16,421,4,4,7,3.0
58,16,421,4,4,4,3.5
61,16,421,4,4,11,2.9
62,16,421,4,4,8,3.5
63,16,421,4,4,6,3.2
67,16,421,4,4,4,3.9
69,16,421,4,4,4,3.3
70,16,421,4,4,19,3.1
71,16,421,4,4,1,4.0
72,16,421,4,4,3,3.0
74,16,421,4,4,6,3.7
75,16,421,4,4,63,3.3
76,16,421,4,4,5,3.3
77,16,421,4,4,11,3.5
79,16,421,4,4,2,3.8
83,16,421,4,4,244,3.3
87,16,421,4,4,5,3.3
88,16,421,4,4,1,3.0
89,16,421,4,4,9,3.1
90,16,421,4,4,4,3.4
91,16,421,4,4,3,3.0
92,16,421,4,4,7,3.5
94,16,421,4,4,2,4.0
96,16,421,4,4,397,3.4
97,16,421,4,4,2,3.8
100,16,421,4,4,5,3.5
101,16,421,4,4,12,3.0
102,16,421,4,4,2,3.5
103,16,421,4,4,13,3.5
104,16,421,4,4,1,0.5
105,16,421,4,4,3,2.5
109,16,421,4,4,169,3.4
111,16,421,4,4,3,3.5
112,16,421,4,4,5,3.5
114,16,421,4,4,3,4.0
119,16,421,4,4,6,3.3
123,16,421,4,4,4,3.6
124,16,421,4,4,5,3.2
125,16,421,4,4,1,2.0
126,16,421,4,4,24,2.8
127,16,421,4,4,207,3.4
128,16,421,4,4,7,3.2
129,16,421,4,4,2,3.5
130,16,421,4,4,9,3.2
132,16,421,4,4,2,3.8
134,16,421,4,4,5,3.2
135,16,421,4,4,3,3.5
136,16,421,4,4,3,3.3
137,16,421,4,4,7,3.4
138,16,421,4,4,9,3.5
140,16,421,4,4,1,3.0
141,16,421,4,4,1,4.5
145,16,421,4,4,7,3.2
148,16,421,4,4,10,3.0
149,16,421,4,4,10,3.4
153,16,421,4,4,2,3.8
155,16,421,4,4,7,3.9
166,16,421,4,4,13,3.0
173,16,421,4,4,7,3.3
5,17,137,12,577,2,3.0
8,17,137,12,577,5,3.4
17,17,11,2,156,34,3.4
17,17,11,8,156,34,3.4
17,17,14,8,17,18,3.9
17,17,14,13,17,18,3.9
17,17,121,9,25,14,3.7
17,17,137,12,577,53,3.4
17,17,181,5,562,101,4.2
17,17,236,7,496,17,3.3
17,17,258,6,359,31,4.7
17,17,395,4,607,5,3.4
17,17,464,8,716,10,3.2
35,17,137,12,577,3,4.0
38,17,137,12,577,6,3.8
89,17,137,12,577,2,4.0
91,17,137,12,577,2,4.0
116,17,137,12,577,2,3.8
119,17,137,12,577,4,3.5
132,17,137,12,577,4,3.9
139,17,137,12,577,3,4.2
140,17,137,12,577,4,4.3
18,18,10,12,397,1,5.0
18,18,15,7,18,516,3.5
18,18,19,8,22,52,3.1
18,18,19,13,22,52,3.1
18,18,42,2,52,19,4.2
18,18,42,5,52,19,4.2
18,18,46,13,668,24,4.3
18,18,80,9,184,455,3.1
18,18,275,5,390,18,2.4
18,18,434,7,659,15,3.2
18,18,449,12,71,17,4.2
45,18,449,12,71,4,3.5
56,18,80,9,184,37,2.7
69,18,80,9,184,28,3.4
123,18,80,9,184,2,2.0
1,19,35,11,138,3,4.7
4,19,35,11,138,9,3.9
5,19,22,9,26,136,3.4
5,19,190,13,142,10,3.2
6,19,190,13,142,33,3.5
7,19,190,13,142,1,4.0
10,19,190,13,142,136,2.0
12,19,190,13,142,2,3.5
13,19,190,13,142,5,3.6
17,19,190,13,142,28,2.5
19,19,15,7,18,1,5.0
19,19,22,9,26,47,3.6
19,19,35,11,138,22,3.6
19,19,60,9,75,42,3.5
19,19,126,8,499,21,3.0
19,19,126,13,499,21,3.0
19,19,190,13,142,116,3.5
19,19,193,7,256,36,3.6
19,19,226,17,307,13,3.0
20,19,190,13,142,1,3.0
23,19,190,13,142,39,3.2
26,19,190,13,142,6,2.8
32,19,190,13,142,55,3.4
35,19,190,13,142,9,2.7
36,19,190,13,142,2,4.0
37,19,190,13,142,2,3.5
38,19,190,13,142,19,3.0
42,19,22,9,26,5,4.1
42,19,190,13,142,1,4.0
43,19,190,13,142,1,4.0
46,19,190,13,142,1,4.0
47,19,190,13,142,3,2.0
50,19,190,13,142,9,2.8
51,19,190,13,142,21,3.0
52,19,190,13,142,2,3.5
53,19,22,9,26,6,3.9
53,19,190,13,142,3,4.3
57,19,190,13,142,1,5.0
58,19,190,13,142,4,3.0
62,19,190,13,142,4,3.3
67,19,22,9,26,33,4.3
70,19,190,13,142,1,3.0
87,19,190,13,142,6,3.3
89,19,190,13,142,4,3.0
90,19,190,13,142,3,3.0
91,19,190,13,142,3,2.7
94,19,190,13,142,2,2.5
100,19,190,13,142,9,3.6
101,19,190,13,142,15,3.3
102,19,190,13,142,19,2.7
105,19,190,13,142,7,2.6
111,19,190,13,142,30,3.3
112,19,190,13,142,1,4.0
124,19,22,9,26,92,4.3
124,19,35,11,138,8,4.1
124,19,190,13,142,1,2.0
125,19,190,13,142,3,3.3
128,19,190,13,142,6,3.0
129,19,190,13,142,6,2.7
132,19,190,13,142,12,3.0
135,19,190,13,142,3,2.7
137,19,190,13,142,23,3.9
138,19,190,13,142,4,3.3
140,19,190,13,142,6,3.2
153,19,22,9,26,47,3.5
153,19,190,13,142,2,3.5
173,19,190,13,142,10,3.2
215,19,22,9,26,4,4.5
20,20,14,3,74,45,3.7
20,20,15,7,18,15,4.0
20,20,51,6,174,24,3.7
20,20,65,8,83,75,4.0
20,20,77,2,509,50,3.4
20,20,77,9,509,50,3.4
20,20,120,8,151,5,2.4
20,20,120,12,151,5,2.4
20,20,124,6,662,62,3.6
20,20,420,3,633,6,2.8
20,20,420,5,633,6,2.8
20,20,439,2,670,5,3.4
46,20,439,2,670,2,2.5
94,20,439,2,670,5,3.4
173,20,439,2,670,3,3.7
16,21,16,5,19,1,1.0
16,21,16,11,19,1,1.0
21,21,16,5,19,30,4.0
21,21,16,11,19,30,4.0
21,21,56,12,462,47,2.7
21,21,289,7,413,20,3.1
21,21,450,8,694,74,4.0
21,21,667,12,25,8,3.8
22,22,17,6,20,23,4.1
22,22,155,12,200,71,3.8
22,22,338,17,572,50,3.5
22,22,536,7,25,15,4.5
23,23,18,8,21,28,4.0
23,23,18,14,21,28,4.0
23,23,113,5,141,6,4.8
23,23,113,18,141,6,4.8
23,23,137,5,170,19,3.8
23,23,137,18,170,19,3.8
23,23,211,3,424,16,3.7
23,23,211,18,424,16,3.7
23,23,287,6,410,42,4.4
23,23,351,3,523,41,3.6
23,23,351,18,523,41,3.6
23,23,353,6,681,3,3.8
23,23,353,15,681,3,3.8
23,23,462,5,712,7,3.7
23,23,462,18,712,7,3.7
23,23,675,7,1062,15,4.3
131,23,351,3,523,3,4.7
131,23,351,18,523,3,4.7
140,23,287,6,410,4,4.6
140,23,351,3,523,9,3.6
140,23,351,18,523,9,3.6
8,24,259,9,361,6,3.1
12,24,259,9,361,3,3.3
17,24,259,9,361,94,3.2
24,24,20,5,23,26,3.9
24,24,138,12,719,41,3.1
24,24,259,9,361,272,3.8
24,24,284,11,426,42,3.2
24,24,385,17,581,18,2.9
24,24,386,8,582,59,4.1
24,24,386,13,582,59,4.1
32,24,259,9,361,1,2.0
87,24,259,9,361,5,3.7
128,24,259,9,361,55,3.0
4,25,344,8,511,2,3.8
8,25,157,7,202,1,3.0
8,25,157,12,202,1,3.0
10,25,157,7,202,30,2.9
10,25,157,12,202,30,2.9
10,25,344,8,511,2,4.5
17,25,157,7,202,6,3.8
17,25,157,12,202,6,3.8
19,25,157,7,202,8,3.1
19,25,157,12,202,8,3.1
19,25,344,8,511,5,4.2
23,25,344,8,511,6,3.7
25,25,9,2,24,19,3.6
25,25,9,6,24,19,3.6
25,25,9,10,24,19,3.6
25,25,37,11,264,153,3.7
25,25,77,17,739,183,3.7
25,25,157,7,202,290,3.4
25,25,157,12,202,290,3.4
25,25,184,5,243,71,3.6
25,25,344,8,511,114,3.8
25,25,394,4,704,16,3.0
29,25,344,8,511,38,3.7
33,25,344,8,511,3,4.0
35,25,157,7,202,7,2.9
35,25,157,12,202,7,2.9
36,25,157,7,202,2,4.5
36,25,157,12,202,2,4.5
38,25,344,8,511,49,3.8
42,25,157,7,202,40,2.8
42,25,157,12,202,40,2.8
43,25,157,7,202,36,2.6
43,25,157,12,202,36,2.6
47,25,344,8,511,4,3.4
50,25,344,8,511,1,3.5
53,25,344,8,511,9,3.8
61,25,157,7,202,1,5.0
61,25,157,12,202,1,5.0
61,25,344,8,511,2,4.0
62,25,344,8,511,4,3.5
69,25,157,7,202,281,3.0
69,25,157,12,202,281,3.0
70,25,344,8,511,1,3.5
77,25,157,7,202,1,3.5
77,25,157,12,202,1,3.5
78,25,344,8,511,17,3.6
91,25,344,8,511,3,3.8
92,25,344,8,511,1,3.5
94,25,344,8,511,7,2.9
97,25,344,8,511,2,3.5
102,25,344,8,511,10,3.9
104,25,344,8,511,19,3.7
105,25,344,8,511,3,3.8
111,25,344,8,511,5,3.6
116,25,344,8,511,6,3.6
118,25,344,8,511,3,3.7
119,25,344,8,511,4,4.0
123,25,77,17,739,2,3.5
123,25,157,7,202,18,2.8
123,25,157,12,202,18,2.8
124,25,157,7,202,3,3.7
124,25,157,12,202,3,3.7
124,25,344,8,511,18,3.2
125,25,344,8,511,8,4.1
126,25,344,8,511,4,4.3
129,25,344,8,511,5,3.8
131,25,344,8,511,9,3.9
133,25,344,8,511,10,3.0
135,25,344,8,511,9,3.7
137,25,157,7,202,2,4.5
137,25,157,12,202,2,4.5
137,25,344,8,511,7,4.0
138,25,157,7,202,6,3.5
138,25,157,12,202,6,3.5
139,25,344,8,511,4,3.6
140,25,344,8,511,6,3.7
141,25,344,8,511,1,3.0
142,25,344,8,511,7,3.6
143,25,344,8,511,2,3.3
148,25,344,8,511,2,3.5
149,25,157,7,202,12,1.7
149,25,157,12,202,12,1.7
149,25,344,8,511,4,4.3
153,25,77,17,739,5,1.8
153,25,157,7,202,2,2.8
153,25,157,12,202,2,2.8
153,25,344,8,511,2,3.8
159,25,344,8,511,6,3.7
160,25,344,8,511,5,3.4
161,25,344,8,511,6,3.9
162,25,344,8,511,1,3.0
163,25,344,8,511,2,2.5
164,25,344,8,511,3,3.0
167,25,344,8,511,1,4.0
169,25,344,8,511,4,4.3
171,25,344,8,511,2,4.0
172,25,344,8,511,3,3.7
173,25,344,8,511,5,3.9
174,25,344,8,511,14,3.6
175,25,344,8,511,5,3.5
176,25,344,8,511,8,3.9
177,25,344,8,511,3,3.8
178,25,344,8,511,6,2.8
180,25,344,8,511,10,3.5
181,25,344,8,511,4,4.0
182,25,344,8,511,1,2.0
183,25,344,8,511,5,3.4
190,25,344,8,511,2,4.3
26,26,7,2,129,46,4.1
26,26,7,8,129,46,4.1
26,26,7,10,129,46,4.1
26,26,19,8,25,15,3.3
26,26,50,8,674,12,3.7
26,26,50,14,674,12,3.7
26,26,64,11,150,138,3.6
26,26,65,8,133,33,3.2
26,26,99,2,124,15,5.0
26,26,99,9,124,15,5.0
26,26,101,3,126,19,3.5
26,26,101,17,126,19,3.5
26,26,102,5,127,225,4.0
26,26,105,8,131,27,4.1
26,26,105,14,131,27,4.1
26,26,108,12,135,15,2.8
26,26,108,18,135,15,2.8
26,26,120,3,151,65,3.8
26,26,120,5,151,65,3.8
26,26,120,18,151,65,3.8
26,26,183,6,242,6,2.8
26,26,183,15,242,6,2.8
26,26,266,5,285,83,3.7
26,26,266,18,285,83,3.7
26,26,382,9,571,9,4.4
90,26,64,11,150,163,3.4
90,26,102,5,127,1,4.0
92,26,50,8,674,9,4.1
92,26,50,14,674,9,4.1
102,26,50,8,674,2,3.5
102,26,50,14,674,2,3.5
3,27,90,6,442,16,3.7
9,27,90,6,442,9,4.0
15,27,90,6,442,24,3.4
16,27,90,6,442,22,3.6
18,27,90,6,442,16,3.2
21,27,90,6,442,35,3.4
22,27,90,6,442,22,3.5
27,27,21,9,26,13,3.8
27,27,42,11,270,49,3.3
27,27,90,6,442,321,3.6
27,27,219,7,466,216,3.5
27,27,465,4,504,102,3.7
30,27,90,6,442,40,3.2
31,27,90,6,442,12,4.1
39,27,90,6,442,21,3.5
44,27,90,6,442,12,3.8
45,27,90,6,442,14,3.5
49,27,90,6,442,17,3.5
59,27,90,6,442,11,4.3
63,27,90,6,442,13,3.2
64,27,90,6,442,19,3.7
68,27,90,6,442,11,4.0
71,27,90,6,442,8,3.1
72,27,90,6,442,9,3.1
75,27,90,6,442,30,3.6
76,27,90,6,442,32,3.3
79,27,90,6,442,2,2.3
80,27,90,6,442,10,4.2
83,27,90,6,442,34,3.5
85,27,90,6,442,22,3.3
96,27,90,6,442,17,2.6
98,27,90,6,442,13,4.0
103,27,90,6,442,6,3.8
107,27,90,6,442,5,3.8
109,27,90,6,442,17,3.3
115,27,90,6,442,280,3.4
121,27,90,6,442,9,3.2
122,27,90,6,442,6,4.0
127,27,90,6,442,18,3.5
144,27,90,6,442,12,3.8
145,27,90,6,442,7,4.0
147,27,90,6,442,14,3.6
154,27,90,6,442,17,3.8
155,27,90,6,442,7,4.0
156,27,90,6,442,19,3.8
157,27,90,6,442,9,3.7
166,27,90,6,442,8,3.4
170,27,90,6,442,13,2.9
1,28,370,2,548,8,4.1
1,28,370,16,548,8,4.1
2,28,28,5,605,7,3.1
4,28,370,2,548,2,3.8
4,28,370,16,548,2,3.8
15,28,339,8,493,23,3.1
16,28,28,5,605,1,3.5
16,28,370,2,548,15,3.3
16,28,370,16,548,15,3.3
18,28,28,5,605,7,3.1
18,28,370,2,548,1,5.0
18,28,370,16,548,1,5.0
19,28,28,5,605,1,3.5
19,28,370,2,548,1,3.5
19,28,370,16,548,1,3.5
20,28,370,2,548,5,3.5
20,28,370,16,548,5,3.5
21,28,28,5,605,4,3.1
21,28,370,2,548,64,3.9
21,28,370,16,548,64,3.9
22,28,28,5,605,3,3.2
25,28,28,5,605,6,3.3
25,28,370,2,548,1,5.0
25,28,370,16,548,1,5.0
28,28,21,9,27,67,3.8
28,28,28,5,605,298,3.5
28,28,74,5,679,18,3.5
28,28,133,5,190,203,3.7
28,28,339,8,493,307,3.2
28,28,370,2,548,30,4.0
28,28,370,16,548,30,4.0
30,28,28,5,605,5,2.7
30,28,339,8,493,7,2.7
31,28,28,5,605,3,3.5
31,28,339,8,493,1,4.0
37,28,370,2,548,39,3.5
37,28,370,16,548,39,3.5
39,28,28,5,605,2,2.8
39,28,370,2,548,1,1.5
39,28,370,16,548,1,1.5
40,28,28,5,605,6,3.4
41,28,28,5,605,8,3.3
45,28,339,8,493,19,3.5
45,28,370,2,548,3,4.8
45,28,370,16,548,3,4.8
49,28,28,5,605,5,3.6
52,28,370,2,548,216,3.9
52,28,370,16,548,216,3.9
55,28,28,5,605,4,2.9
56,28,28,5,605,4,3.3
56,28,339,8,493,1,4.5
56,28,370,2,548,1,5.0
56,28,370,16,548,1,5.0
60,28,28,5,605,2,4.0
62,28,370,2,548,10,3.5
62,28,370,16,548,10,3.5
63,28,370,2,548,3,3.7
63,28,370,16,548,3,3.7
66,28,28,5,605,5,3.0
66,28,339,8,493,3,3.8
67,28,370,2,548,7,3.4
67,28,370,16,548,7,3.4
69,28,28,5,605,1,4.0
69,28,370,2,548,8,3.8
69,28,370,16,548,8,3.8
70,28,370,2,548,8,3.1
70,28,370,16,548,8,3.1
71,28,28,5,605,13,3.2
71,28,370,2,548,6,3.4
71,28,370,16,548,6,3.4
72,28,28,5,605,1,4.5
72,28,370,2,548,4,3.3
72,28,370,16,548,4,3.3
74,28,370,2,548,3,4.0
74,28,370,16,548,3,4.0
75,28,28,5,605,3,3.3
75,28,370,2,548,4,2.5
75,28,370,16,548,4,2.5
76,28,28,5,605,2,2.8
76,28,370,2,548,9,3.6
76,28,370,16,548,9,3.6
77,28,370,2,548,27,3.6
77,28,370,16,548,27,3.6
82,28,28,5,605,11,3.4
82,28,339,8,493,2,3.0
83,28,28,5,605,2,3.0
83,28,370,2,548,9,3.9
83,28,370,16,548,9,3.9
85,28,28,5,605,6,3.3
85,28,339,8,493,43,3.2
85,28,370,2,548,23,4.0
85,28,370,16,548,23,4.0
86,28,28,5,605,4,2.4
93,28,28,5,605,2,3.8
93,28,339,8,493,4,3.1
94,28,370,2,548,22,3.6
94,28,370,16,548,22,3.6
