mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0009987831115722656,6.0679734532808275e-05,0.00045595169067382815,2.3544652538339285e-05,2,{'min_samples_split': 2},0.6833333333333333,0.625,0.7666666666666667,0.7647058823529411,0.7058823529411765,0.7091176470588236,0.05320341731500541,596,0.9435146443514645,0.9435146443514645,0.9476987447698745,0.9436325678496869,0.941544885177453,0.9439810972999887,0.0020155724596471036
0.0008591651916503906,7.032509123340167e-05,0.0003741741180419922,2.819458723119759e-05,3,{'min_samples_split': 3},0.6833333333333333,0.6583333333333333,0.7583333333333333,0.7563025210084033,0.7142857142857143,0.7141176470588235,0.03948210323382958,595,0.9246861924686193,0.9121338912133892,0.9309623430962343,0.9331941544885177,0.9227557411273486,0.9247464644788218,0.007389779834873869
0.0007931709289550782,3.816109634245701e-05,0.00037465095520019533,1.526370565359743e-05,4,{'min_samples_split': 4},0.7166666666666667,0.675,0.7666666666666667,0.7563025210084033,0.7310924369747899,0.7291456582633054,0.032362289020241804,592,0.9163179916317992,0.9058577405857741,0.9184100418410042,0.9248434237995825,0.9081419624217119,0.9147142320559745,0.006934893646338506
0.0007831573486328125,6.271349542609452e-05,0.0003602027893066406,2.0823320917117455e-05,5,{'min_samples_split': 5},0.7333333333333333,0.675,0.7833333333333333,0.7647058823529411,0.7058823529411765,0.7324509803921568,0.03908114174558371,590,0.895397489539749,0.8891213389121339,0.9100418410041841,0.9123173277661796,0.9039665970772442,0.9021689188598983,0.008766941894677726
0.0007440567016601563,1.1739688225551847e-05,0.0003498077392578125,7.496207717842426e-06,6,{'min_samples_split': 6},0.7083333333333334,0.675,0.7916666666666666,0.7563025210084033,0.6974789915966386,0.7257563025210084,0.042324026225597236,594,0.891213389121339,0.8786610878661087,0.9016736401673641,0.8956158663883089,0.8935281837160751,0.8921384334518392,0.007582066522828424
0.0007249355316162109,1.668494031351852e-05,0.00034894943237304685,4.067395803858971e-06,7,{'min_samples_split': 7},0.7083333333333334,0.6833333333333333,0.775,0.773109243697479,0.7058823529411765,0.7291316526610644,0.03770548999426914,593,0.8828451882845189,0.8744769874476988,0.897489539748954,0.8893528183716075,0.8872651356993737,0.8862859339104305,0.007578592841003801
0.0007220268249511719,2.1519360348955843e-05,0.00034074783325195314,2.802407313330672e-06,8,{'min_samples_split': 8},0.725,0.675,0.7833333333333333,0.7563025210084033,0.7142857142857143,0.7307843137254901,0.03695978920733228,591,0.8744769874476988,0.8682008368200836,0.891213389121339,0.8768267223382046,0.8810020876826722,0.8783440046819997,0.007652794043513144
0.0007000446319580078,1.7663840250359508e-05,0.00035157203674316404,2.0746855425209984e-05,9,{'min_samples_split': 9},0.75,0.7,0.7916666666666666,0.773109243697479,0.7226890756302521,0.7474929971988795,0.03311981138257447,582,0.8661087866108786,0.8661087866108786,0.8828451882845189,0.8747390396659708,0.872651356993737,0.8724906316331967,0.006225012554952402
0.0006969451904296875,2.309753124555681e-05,0.0003528594970703125,2.8404049228502972e-05,10,{'min_samples_split': 10},0.75,0.7083333333333334,0.7833333333333333,0.7815126050420168,0.7142857142857143,0.7474929971988795,0.03188840349598539,582,0.8598326359832636,0.8598326359832636,0.8765690376569037,0.8684759916492694,0.8663883089770354,0.8662197220499472,0.0062260299458909
0.0006920337677001953,1.0272050809170789e-05,0.00033512115478515623,6.096433464571783e-06,11,{'min_samples_split': 11},0.75,0.6833333333333333,0.7833333333333333,0.7899159663865546,0.7058823529411765,0.7424929971988796,0.041984357217551574,588,0.8556485355648535,0.8577405857740585,0.8765690376569037,0.8643006263048016,0.8663883089770354,0.8641294188555306,0.007384017633080132
0.000681924819946289,6.7323597989749385e-06,0.00033593177795410156,7.430096123040182e-06,12,{'min_samples_split': 12},0.75,0.675,0.775,0.7983193277310925,0.7394957983193278,0.747563025210084,0.0416302809375568,581,0.8535564853556485,0.8556485355648535,0.8744769874476988,0.8580375782881002,0.8622129436325678,0.8607865060577738,0.007425530942159318
