mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_jobs,param_n_neighbors,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0010458469390869141,0.1290257453918457,0.7759197324414716,0.7880544384458109,-1,44,"{'n_neighbors': 44, 'n_jobs': -1}",43,0.7768595041322314,0.80083857442348,0.7416666666666667,0.7887029288702929,0.7983193277310925,0.7828810020876826,0.7647058823529411,0.7891440501043842,0.7983193277310925,0.778705636743215,0.0004011979485270249,0.002919211536366703,0.02145534492838083,0.007472703167110835
0.0008647918701171875,0.12777471542358398,0.782608695652174,0.7893096758963436,-1,45,"{'n_neighbors': 45, 'n_jobs': -1}",28,0.7851239669421488,0.8050314465408805,0.7416666666666667,0.7866108786610879,0.8067226890756303,0.7870563674321504,0.773109243697479,0.791231732776618,0.8067226890756303,0.7766179540709812,6.35792930841436e-05,0.0010094897159328338,0.024228819675298052,0.009212047365213036
0.0009969711303710938,0.130755615234375,0.7792642140468228,0.7872158640223309,-1,46,"{'n_neighbors': 46, 'n_jobs': -1}",39,0.7768595041322314,0.7966457023060797,0.7333333333333333,0.7887029288702929,0.7983193277310925,0.7849686847599165,0.7815126050420168,0.7870563674321504,0.8067226890756303,0.778705636743215,4.4761423074911266e-05,0.00044199343631233886,0.025452083992102335,0.0058074509737338405
0.0009141921997070313,0.1286076068878174,0.7809364548494984,0.7884693471330654,-1,47,"{'n_neighbors': 47, 'n_jobs': -1}",35,0.7851239669421488,0.7966457023060797,0.7416666666666667,0.7907949790794979,0.7983193277310925,0.7849686847599165,0.7815126050420168,0.7891440501043842,0.7983193277310925,0.7807933194154488,4.96436720356399e-05,0.002220622293662595,0.020816538797788987,0.005364561688291955
0.0008443832397460937,0.1271580696105957,0.7759197324414716,0.7821958023776139,-1,48,"{'n_neighbors': 48, 'n_jobs': -1}",43,0.768595041322314,0.7882599580712788,0.7416666666666667,0.7824267782426778,0.8067226890756303,0.7849686847599165,0.7815126050420168,0.778705636743215,0.7815126050420168,0.7766179540709812,6.499914907570953e-05,0.0009819527130355754,0.021155540105595654,0.004190700626880398
0.0009609222412109375,0.12810263633728028,0.7792642140468228,0.785958875894505,-1,49,"{'n_neighbors': 49, 'n_jobs': -1}",39,0.7768595041322314,0.790356394129979,0.7416666666666667,0.7907949790794979,0.8067226890756303,0.7828810020876826,0.7899159663865546,0.7870563674321504,0.7815126050420168,0.778705636743215,0.0002826746256020579,0.0013055749458393607,0.021411489915802915,0.004604635353183952
0.0009853839874267578,0.12917156219482423,0.774247491638796,0.7817808863653498,-1,50,"{'n_neighbors': 50, 'n_jobs': -1}",49,0.7768595041322314,0.7882599580712788,0.75,0.7887029288702929,0.7899159663865546,0.7807933194154488,0.7815126050420168,0.7766179540709812,0.773109243697479,0.7745302713987474,0.00015244835195351897,0.0015361478448774814,0.013378231274664802,0.005832591505694499
0.0008615970611572266,0.12836380004882814,0.7759197324414716,0.7838720703921702,-1,51,"{'n_neighbors': 51, 'n_jobs': -1}",43,0.7768595041322314,0.7924528301886793,0.75,0.7887029288702929,0.7899159663865546,0.7766179540709812,0.7815126050420168,0.7807933194154488,0.7815126050420168,0.7807933194154488,6.65515729970067e-05,0.001538657351498716,0.01365380083178987,0.005805966776958043
0.0010043144226074218,0.12980685234069825,0.7725752508361204,0.781363349830903,-1,52,"{'n_neighbors': 52, 'n_jobs': -1}",55,0.768595041322314,0.7882599580712788,0.75,0.7887029288702929,0.7899159663865546,0.7745302713987474,0.773109243697479,0.7828810020876826,0.7815126050420168,0.7724425887265136,8.460878465073969e-05,0.0012751417663271203,0.013463470092141286,0.006782430738470625
0.0009032249450683594,0.12932677268981935,0.774247491638796,0.7859676292809714,-1,53,"{'n_neighbors': 53, 'n_jobs': -1}",49,0.768595041322314,0.80083857442348,0.75,0.7907949790794979,0.7899159663865546,0.7724425887265136,0.7815126050420168,0.791231732776618,0.7815126050420168,0.7745302713987474,8.235222073426927e-05,0.0019802136966335757,0.01393940496011273,0.01082496169459747
