mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.6529597759246826,0.03780143216209855,0.001073455810546875,7.609813118718206e-05,0.1,"(5, 5, 5)","{'alpha': 0.1, 'hidden_layer_sizes': (5, 5, 5)}",0.75,0.6666666666666666,0.75,0.7478991596638656,0.6554621848739496,0.7140056022408963,0.0433780430936363,1618,0.8619246861924686,0.893305439330544,0.8661087866108786,0.860125260960334,0.8830897703549061,0.8729107886898262,0.013038288554722418
1.800630807876587,0.043637358485697164,0.0009836673736572266,4.513167351542129e-05,0.1,"(6, 6, 6)","{'alpha': 0.1, 'hidden_layer_sizes': (6, 6, 6)}",0.7083333333333334,0.6916666666666667,0.8,0.7563025210084033,0.6890756302521008,0.7290756302521009,0.04289811940492264,1311,0.893305439330544,0.891213389121339,0.8807531380753139,0.8789144050104384,0.8872651356993737,0.8862903014474017,0.005647358321225737
1.8883528232574462,0.029604955462039638,0.0009679794311523438,2.230813222667021e-05,0.1,"(7, 7, 7)","{'alpha': 0.1, 'hidden_layer_sizes': (7, 7, 7)}",0.675,0.725,0.7833333333333333,0.7647058823529411,0.7226890756302521,0.7341456582633052,0.03759377586064014,1275,0.9100418410041841,0.9205020920502092,0.9016736401673641,0.9123173277661796,0.906054279749478,0.910117836147483,0.006332349416231679
1.8922847747802733,0.015325514159409295,0.0009675502777099609,1.7275330502374183e-05,0.1,"(8, 8, 8)","{'alpha': 0.1, 'hidden_layer_sizes': (8, 8, 8)}",0.6583333333333333,0.6666666666666666,0.7583333333333333,0.680672268907563,0.6638655462184874,0.6855742296918768,0.03711804330606928,2326,0.9225941422594143,0.9142259414225942,0.9163179916317992,0.9227557411273486,0.9331941544885177,0.9218175941859347,0.00661495413204063
2.044168472290039,0.03752570518494405,0.0010010242462158204,1.6149651641874935e-05,0.1,"(9, 9, 9)","{'alpha': 0.1, 'hidden_layer_sizes': (9, 9, 9)}",0.6583333333333333,0.7166666666666667,0.7666666666666667,0.6890756302521008,0.6890756302521008,0.7039635854341737,0.036382597473630165,1983,0.9435146443514645,0.9330543933054394,0.9393305439330544,0.9248434237995825,0.9269311064718163,0.9335348223722715,0.007107285277488569
2.15808687210083,0.03263629316685676,0.0010456562042236329,2.6960661353237277e-05,0.1,"(10, 10, 10)","{'alpha': 0.1, 'hidden_layer_sizes': (10, 10, 10)}",0.6666666666666666,0.6916666666666667,0.7416666666666667,0.7142857142857143,0.6218487394957983,0.6872268907563026,0.04101854755828923,2319,0.9372384937238494,0.9351464435146444,0.9309623430962343,0.9394572025052192,0.9373695198329853,0.9360348005345864,0.002879659382870215
2.4058244228363037,0.0375516814304277,0.0010574817657470702,3.446500341365883e-05,0.1,"(11, 11, 11)","{'alpha': 0.1, 'hidden_layer_sizes': (11, 11, 11)}",0.7,0.675,0.75,0.6974789915966386,0.6722689075630253,0.6989495798319328,0.027910041413335245,2131,0.9372384937238494,0.9414225941422594,0.9330543933054394,0.9331941544885177,0.9352818371607515,0.9360382945641635,0.0030982636190124498
2.2247502326965334,0.03991040004712677,0.0010631561279296875,2.913603803220892e-05,0.1,"(12, 12, 12)","{'alpha': 0.1, 'hidden_layer_sizes': (12, 12, 12)}",0.65,0.675,0.7583333333333333,0.7226890756302521,0.6386554621848739,0.6889355742296919,0.0451522240035886,2300,0.9435146443514645,0.9414225941422594,0.9414225941422594,0.9373695198329853,0.9331941544885177,0.9393847013914973,0.003680931139034156
2.5715354442596436,0.04268188980006714,0.0011301517486572265,4.601649048963093e-05,0.1,"(13, 13, 13)","{'alpha': 0.1, 'hidden_layer_sizes': (13, 13, 13)}",0.6833333333333333,0.6583333333333333,0.7416666666666667,0.7394957983193278,0.6134453781512605,0.6872549019607843,0.048968220364054904,2316,0.9393305439330544,0.9435146443514645,0.9476987447698745,0.941544885177453,0.941544885177453,0.9427267406818599,0.0028167120572398173
2.7358164310455324,0.044387397608457606,0.0011458396911621094,3.8689980515380445e-05,0.1,"(14, 14, 14)","{'alpha': 0.1, 'hidden_layer_sizes': (14, 14, 14)}",0.6416666666666667,0.6916666666666667,0.7583333333333333,0.7394957983193278,0.6638655462184874,0.6990056022408964,0.044126347459205656,2109,0.9435146443514645,0.9435146443514645,0.9372384937238494,0.941544885177453,0.9394572025052192,0.9410539740218902,0.0024272766585430603
