mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04257488250732422,0.01540901261991945,0.0016615867614746093,0.00012197270812607312,0.5,"(3,)","{'alpha': 0.5, 'hidden_layer_sizes': (3,)}",0.8333333333333334,0.775,0.825,0.8319327731092437,0.7647058823529411,0.8059943977591036,0.029822219325765308,1,0.799163179916318,0.8200836820083682,0.803347280334728,0.7995824634655533,0.81419624217119,0.8072745695792314,0.008394875248986527
